
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
6748,90a11377-9a2c-4f71-bfa5-165323b47625.binning_data.json,3398528,6000,470,2021-11-04 09:10:46.718,com.sec.android.app.shealth,2021-11-03 04:18:19.386,90a11377-9a2c-4f71-bfa5-165323b47625.source_info.json,1.5701699,5336.268,293.089,6278,VfS0qUERdZ,com.sec.android.app.shealth,0,90a11377-9a2c-4f71-bfa5-165323b47625.achievement.json,90a11377-9a2c-4f71-bfa5-165323b47625,1635897600000,
4225,c8c1f6a4-6b8e-425b-83b7-9c4c9ab43796.binning_data.json,2469592,6000,19,2022-02-20 23:00:08.648,com.sec.android.app.shealth,2022-02-19 23:00:07.987,,1.2534916,3095.613,170.68,4206,2RI+3qlzEN,com.sec.android.app.shealth,0,c8c1f6a4-6b8e-425b-83b7-9c4c9ab43796.achievement.json,c8c1f6a4-6b8e-425b-83b7-9c4c9ab43796,1645228800000,
2261,bae2a683-08fb-4316-ad31-6ddea5988f91.binning_data.json,1292510,6000,28,2021-12-27 08:15:57.150,com.sec.android.app.shealth,2021-12-26 07:25:12.524,bae2a683-08fb-4316-ad31-6ddea5988f91.source_info.json,1.2539252,1620.712,91.22,2233,VfS0qUERdZ,com.sec.android.app.shealth,0,bae2a683-08fb-4316-ad31-6ddea5988f91.achievement.json,bae2a683-08fb-4316-ad31-6ddea5988f91,1640476800000,
3454,f1e1cf59-39f3-443f-a57b-6f44ff6e30c0.binning_data.json,1961671,6000,0,2021-12-08 00:53:23.385,com.sec.android.app.shealth,2021-12-06 23:15:10.981,,1.287269,2525.199,136.55,3454,2RI+3qlzEN,com.sec.android.app.shealth,0,f1e1cf59-39f3-443f-a57b-6f44ff6e30c0.achievement.json,f1e1cf59-39f3-443f-a57b-6f44ff6e30c0,1638748800000,
3585,e6432976-8e1e-405a-8afd-995965175ad0.binning_data.json,2043132,6000,104,2021-11-03 23:00:01.545,com.sec.android.app.shealth,2021-11-03 23:00:01.545,,1.3449593,2747.93,151.23,3481,zub8fSqg+I,com.sec.android.app.shealth,0,e6432976-8e1e-405a-8afd-995965175ad0.achievement.json,e6432976-8e1e-405a-8afd-995965175ad0,1635897600000,
6727,288e7339-cc86-478a-9a91-cc84f41cd628.binning_data.json,3648309,6000,20,2022-01-26 09:28:51.766,com.sec.android.app.shealth,2022-01-25 06:21:52.922,288e7339-cc86-478a-9a91-cc84f41cd628.source_info.json,1.3822176,5042.758,274.378,6707,VfS0qUERdZ,com.sec.android.app.shealth,0,288e7339-cc86-478a-9a91-cc84f41cd628.achievement.json,288e7339-cc86-478a-9a91-cc84f41cd628,1643068800000,
489,48b9d09e-7987-4fda-9171-212ec01956e8.binning_data.json,264309,6000,0,2021-12-26 23:00:10.104,com.sec.android.app.shealth,2021-12-26 23:00:10.104,,1.3478538,356.25,20.76,489,zub8fSqg+I,com.sec.android.app.shealth,0,48b9d09e-7987-4fda-9171-212ec01956e8.achievement.json,48b9d09e-7987-4fda-9171-212ec01956e8,1640476800000,
3867,224d8537-0f27-434b-9c51-2aca20427a78.binning_data.json,2037927,6000,26,2021-10-07 10:59:26.240,com.sec.android.app.shealth,2021-10-06 05:35:03.792,224d8537-0f27-434b-9c51-2aca20427a78.source_info.json,1.4556696,2966.549,157.14,3841,VfS0qUERdZ,com.sec.android.app.shealth,0,224d8537-0f27-434b-9c51-2aca20427a78.achievement.json,224d8537-0f27-434b-9c51-2aca20427a78,1633478400000,
7504,4050db15-c555-4875-a13d-810a66454e73.binning_data.json,4221117,6000,133,2022-02-20 20:15:04.212,com.sec.android.app.shealth,2022-02-20 08:32:58.817,4050db15-c555-4875-a13d-810a66454e73.source_info.json,1.3442725,5674.332,306.631,7371,VfS0qUERdZ,com.sec.android.app.shealth,0,4050db15-c555-4875-a13d-810a66454e73.achievement.json,4050db15-c555-4875-a13d-810a66454e73,1645315200000,
5279,c31cc45a-0567-42f9-b577-b795968defc2.binning_data.json,2845134,6000,7,2022-01-25 23:00:02.633,com.sec.android.app.shealth,2022-01-25 23:00:02.633,,1.4254266,4055.53,213.9,5272,zub8fSqg+I,com.sec.android.app.shealth,0,c31cc45a-0567-42f9-b577-b795968defc2.achievement.json,c31cc45a-0567-42f9-b577-b795968defc2,1643068800000,
4530,d5f5b1ad-faae-41fb-97fe-d468d573e9db.binning_data.json,2531310,6000,18,2021-12-08 07:08:42.045,com.sec.android.app.shealth,2021-12-07 06:00:16.799,d5f5b1ad-faae-41fb-97fe-d468d573e9db.source_info.json,1.3331031,3374.498,181.47,4512,VfS0qUERdZ,com.sec.android.app.shealth,0,d5f5b1ad-faae-41fb-97fe-d468d573e9db.achievement.json,d5f5b1ad-faae-41fb-97fe-d468d573e9db,1638835200000,
2094,b26895cb-35bc-407e-af50-0f052539a964.binning_data.json,1203615,6000,28,2021-12-27 23:00:12.020,com.sec.android.app.shealth,2021-12-26 23:00:12.116,,1.2479916,1502.102,84.52,2066,2RI+3qlzEN,com.sec.android.app.shealth,0,b26895cb-35bc-407e-af50-0f052539a964.achievement.json,b26895cb-35bc-407e-af50-0f052539a964,1640476800000,
6279,5672be10-6f59-490e-a72f-4ee12c951ac7.binning_data.json,3118923,6000,415,2021-11-04 23:00:03.378,com.sec.android.app.shealth,2021-11-03 23:00:03.750,,1.5822184,4934.818,271.079,5864,2RI+3qlzEN,com.sec.android.app.shealth,0,5672be10-6f59-490e-a72f-4ee12c951ac7.achievement.json,5672be10-6f59-490e-a72f-4ee12c951ac7,1635897600000,
2201,978cd336-796a-4749-9d54-df009e89a372.binning_data.json,1158839,6000,131,2022-02-20 23:00:04.624,com.sec.android.app.shealth,2022-02-20 23:00:04.624,,1.4812748,1716.56,97.42,2070,zub8fSqg+I,com.sec.android.app.shealth,0,978cd336-796a-4749-9d54-df009e89a372.achievement.json,978cd336-796a-4749-9d54-df009e89a372,1645315200000,
5560,8ea71ddc-f8ac-4e9c-a39f-c249ebb404c1.binning_data.json,3010360,6000,13,2022-01-26 23:00:03.560,com.sec.android.app.shealth,2022-01-25 23:00:04.968,,1.356522,4083.62,224.686,5547,2RI+3qlzEN,com.sec.android.app.shealth,0,8ea71ddc-f8ac-4e9c-a39f-c249ebb404c1.achievement.json,8ea71ddc-f8ac-4e9c-a39f-c249ebb404c1,1643068800000,
3355,70d122d6-f815-47ca-9c1c-d95a046c2aae.binning_data.json,1769384,6000,2,2021-10-06 22:00:01.610,com.sec.android.app.shealth,2021-10-06 22:00:01.610,,1.4626437,2587.98,134.76,3353,zub8fSqg+I,com.sec.android.app.shealth,0,70d122d6-f815-47ca-9c1c-d95a046c2aae.achievement.json,70d122d6-f815-47ca-9c1c-d95a046c2aae,1633478400000,
8014,a6b7b65d-1723-4812-ad22-d3df34b7b6b6.binning_data.json,4373707,6000,147,2021-12-28 16:01:23.011,com.sec.android.app.shealth,2021-12-27 08:02:26.570,a6b7b65d-1723-4812-ad22-d3df34b7b6b6.source_info.json,1.3796151,6034.033,321.798,7867,VfS0qUERdZ,com.sec.android.app.shealth,0,a6b7b65d-1723-4812-ad22-d3df34b7b6b6.achievement.json,a6b7b65d-1723-4812-ad22-d3df34b7b6b6,1640563200000,
5586,c17ee1ff-4ac2-4fef-8d81-232b8e043151.binning_data.json,2758385,6000,1080,2021-11-05 16:44:28.473,com.sec.android.app.shealth,2021-11-04 07:36:32.244,c17ee1ff-4ac2-4fef-8d81-232b8e043151.source_info.json,1.6229937,4476.842,270.119,4506,VfS0qUERdZ,com.sec.android.app.shealth,0,c17ee1ff-4ac2-4fef-8d81-232b8e043151.achievement.json,c17ee1ff-4ac2-4fef-8d81-232b8e043151,1635984000000,
6859,6002dfc3-ef58-4459-b7aa-f6ce12a8bc29.binning_data.json,3890998,6000,55,2022-02-20 23:00:08.730,com.sec.android.app.shealth,2022-02-20 23:00:08.730,,1.3243597,5153.082,273.061,6804,2RI+3qlzEN,com.sec.android.app.shealth,0,6002dfc3-ef58-4459-b7aa-f6ce12a8bc29.achievement.json,6002dfc3-ef58-4459-b7aa-f6ce12a8bc29,1645315200000,
2442,74d9b0db-7e35-43c4-a929-ae311b59d62b.binning_data.json,1336167,6000,0,2021-12-08 00:53:21.781,com.sec.android.app.shealth,2021-12-08 00:53:21.781,,1.4031477,1874.84,98.06,2442,zub8fSqg+I,com.sec.android.app.shealth,0,74d9b0db-7e35-43c4-a929-ae311b59d62b.achievement.json,74d9b0db-7e35-43c4-a929-ae311b59d62b,1638835200000,
6064,34477a2e-b2ef-466a-8f9c-f8999f6a641f.binning_data.json,3277019,6000,3,2022-01-27 07:29:49.972,com.sec.android.app.shealth,2022-01-26 04:26:51.067,34477a2e-b2ef-466a-8f9c-f8999f6a641f.source_info.json,1.388033,4548.612,242.839,6061,VfS0qUERdZ,com.sec.android.app.shealth,0,34477a2e-b2ef-466a-8f9c-f8999f6a641f.achievement.json,34477a2e-b2ef-466a-8f9c-f8999f6a641f,1643155200000,
2202,4d57dbcb-8201-4b79-b872-2ceebd571dc8.binning_data.json,1152189,6000,53,2021-10-07 22:00:03.217,com.sec.android.app.shealth,2021-10-06 22:00:03.749,,1.4660403,1689.156,91.03,2149,2RI+3qlzEN,com.sec.android.app.shealth,0,4d57dbcb-8201-4b79-b872-2ceebd571dc8.achievement.json,4d57dbcb-8201-4b79-b872-2ceebd571dc8,1633478400000,
4130,20628b27-6a13-47f3-b948-00a333489ed9.binning_data.json,2325172,6000,18,2021-12-08 23:00:46.101,com.sec.android.app.shealth,2021-12-08 00:53:23.407,,1.311984,3050.589,164.28,4112,2RI+3qlzEN,com.sec.android.app.shealth,0,20628b27-6a13-47f3-b948-00a333489ed9.achievement.json,20628b27-6a13-47f3-b948-00a333489ed9,1638835200000,
3701,a6379be8-83a0-463c-82ff-3d11d8daf928.binning_data.json,2015545,6000,0,2022-01-26 23:00:01.375,com.sec.android.app.shealth,2022-01-26 23:00:01.375,,1.4017149,2825.22,149.94,3701,zub8fSqg+I,com.sec.android.app.shealth,0,a6379be8-83a0-463c-82ff-3d11d8daf928.achievement.json,a6379be8-83a0-463c-82ff-3d11d8daf928,1643155200000,
8495,c4eeaa3a-2f95-4bdc-9c95-c26462a68f7c.binning_data.json,4384673,6000,75,2022-02-22 04:08:19.576,com.sec.android.app.shealth,2022-02-21 05:21:48.268,c4eeaa3a-2f95-4bdc-9c95-c26462a68f7c.source_info.json,1.4881274,6524.953,343.284,8420,VfS0qUERdZ,com.sec.android.app.shealth,0,c4eeaa3a-2f95-4bdc-9c95-c26462a68f7c.achievement.json,c4eeaa3a-2f95-4bdc-9c95-c26462a68f7c,1645401600000,
3211,59565410-22f3-4d0c-ae3c-9b6910508e12.binning_data.json,1725847,6000,100,2021-12-27 23:00:10.194,com.sec.android.app.shealth,2021-12-27 23:00:10.194,,1.456328,2513.4,134.12,3111,zub8fSqg+I,com.sec.android.app.shealth,0,59565410-22f3-4d0c-ae3c-9b6910508e12.achievement.json,59565410-22f3-4d0c-ae3c-9b6910508e12,1640563200000,
2097,5240bd1d-69cf-4024-b389-32748e97d35b.binning_data.json,1110968,6000,20,2021-11-04 23:00:01.184,com.sec.android.app.shealth,2021-11-04 23:00:01.184,,1.4727603,1636.1901,85.57,2077,zub8fSqg+I,com.sec.android.app.shealth,0,5240bd1d-69cf-4024-b389-32748e97d35b.achievement.json,5240bd1d-69cf-4024-b389-32748e97d35b,1635984000000,
4557,1d17f1e9-176e-4254-ac2e-1e57134132a9.binning_data.json,2586059,6000,71,2021-10-07 19:14:48.359,com.sec.android.app.shealth,2021-10-07 05:35:01.828,1d17f1e9-176e-4254-ac2e-1e57134132a9.source_info.json,1.3356951,3454.188,186.36,4486,VfS0qUERdZ,com.sec.android.app.shealth,0,1d17f1e9-176e-4254-ac2e-1e57134132a9.achievement.json,1d17f1e9-176e-4254-ac2e-1e57134132a9,1633564800000,
5318,38cd239b-7963-4694-a968-7a2a32ce0f34.binning_data.json,2845150,6000,3,2022-01-27 23:00:03.919,com.sec.android.app.shealth,2022-01-26 23:00:03.569,,1.3852601,3941.274,212.05,5315,2RI+3qlzEN,com.sec.android.app.shealth,0,38cd239b-7963-4694-a968-7a2a32ce0f34.achievement.json,38cd239b-7963-4694-a968-7a2a32ce0f34,1643155200000,
6234,0b373b6a-a7d0-4545-941b-7522b16a88ae.binning_data.json,3446471,6000,92,2021-12-09 07:47:13.064,com.sec.android.app.shealth,2021-12-08 04:00:51.690,0b373b6a-a7d0-4545-941b-7522b16a88ae.source_info.json,1.3514264,4657.653,256.749,6142,VfS0qUERdZ,com.sec.android.app.shealth,0,0b373b6a-a7d0-4545-941b-7522b16a88ae.achievement.json,0b373b6a-a7d0-4545-941b-7522b16a88ae,1638921600000,
7689,5d81bce3-5cc2-420b-b3d2-b86e5ee4bedd.binning_data.json,4187734,6000,119,2021-12-28 23:00:02.098,com.sec.android.app.shealth,2021-12-27 23:00:12.032,,1.3620313,5703.826,304.518,7570,2RI+3qlzEN,com.sec.android.app.shealth,0,5d81bce3-5cc2-420b-b3d2-b86e5ee4bedd.achievement.json,5d81bce3-5cc2-420b-b3d2-b86e5ee4bedd,1640563200000,
5969,2e85b16d-e1b2-4dd3-85d0-1cdc0321563a.binning_data.json,2983211,6000,71,2022-02-21 23:52:38.456,com.sec.android.app.shealth,2022-02-21 23:52:38.456,,1.5548677,4638.5,247.12999,5898,zub8fSqg+I,com.sec.android.app.shealth,0,2e85b16d-e1b2-4dd3-85d0-1cdc0321563a.achievement.json,2e85b16d-e1b2-4dd3-85d0-1cdc0321563a,1645401600000,
5141,ac79d389-4fe1-4cf2-aeb5-13765c11fee2.binning_data.json,2510243,6000,1086,2021-11-05 23:00:03.583,com.sec.android.app.shealth,2021-11-04 23:00:03.350,,1.6405312,4118.132,252.529,4055,2RI+3qlzEN,com.sec.android.app.shealth,0,ac79d389-4fe1-4cf2-aeb5-13765c11fee2.achievement.json,ac79d389-4fe1-4cf2-aeb5-13765c11fee2,1635984000000,
4701,62ef0256-95a9-479a-ab35-11cf7c1432e8.binning_data.json,2588732,6000,90,2021-12-08 23:00:43.857,com.sec.android.app.shealth,2021-12-08 23:00:43.857,,1.3915073,3602.24,197.58,4611,zub8fSqg+I,com.sec.android.app.shealth,0,62ef0256-95a9-479a-ab35-11cf7c1432e8.achievement.json,62ef0256-95a9-479a-ab35-11cf7c1432e8,1638921600000,
12688,475553d3-ee50-46cc-8344-865fd151e838.binning_data.json,6902649,6000,100,2022-01-28 06:40:56.940,com.sec.android.app.shealth,2022-01-27 06:42:16.088,475553d3-ee50-46cc-8344-865fd151e838.source_info.json,1.3657427,9427.243,504.198,12588,VfS0qUERdZ,com.sec.android.app.shealth,0,475553d3-ee50-46cc-8344-865fd151e838.achievement.json,475553d3-ee50-46cc-8344-865fd151e838,1643241600000,
8135,d8c04b18-49e4-42f5-81c2-6b15d224f10f.binning_data.json,4209575,6000,37,2022-02-22 23:00:10.897,com.sec.android.app.shealth,2022-02-21 23:52:51.912,,1.4704596,6190.01,325.614,8098,2RI+3qlzEN,com.sec.android.app.shealth,0,d8c04b18-49e4-42f5-81c2-6b15d224f10f.achievement.json,d8c04b18-49e4-42f5-81c2-6b15d224f10f,1645401600000,
4692,8bccbe48-33fc-4248-8a79-08b505e07608.binning_data.json,2654418,6000,18,2022-03-17 19:39:36.893,com.sec.android.app.shealth,2022-03-17 06:51:20.901,8bccbe48-33fc-4248-8a79-08b505e07608.source_info.json,1.3167555,3495.22,187.20999,4674,VfS0qUERdZ,com.sec.android.app.shealth,0,8bccbe48-33fc-4248-8a79-08b505e07608.achievement.json,8bccbe48-33fc-4248-8a79-08b505e07608,1647475200000,
3763,c070d5ed-d504-4599-b85e-4de9ececd4b7.binning_data.json,2013550,6000,535,2021-11-06 09:59:17.709,com.sec.android.app.shealth,2021-11-05 07:25:49.735,c070d5ed-d504-4599-b85e-4de9ececd4b7.source_info.json,1.4612364,2942.274,175.209,3228,VfS0qUERdZ,com.sec.android.app.shealth,0,c070d5ed-d504-4599-b85e-4de9ececd4b7.achievement.json,c070d5ed-d504-4599-b85e-4de9ececd4b7,1636070400000,
5384,342a1fc5-83e9-481c-9ed8-26483b1aec71.binning_data.json,2928487,6000,76,2021-12-09 23:00:03.813,com.sec.android.app.shealth,2021-12-08 23:00:46.120,,1.3516612,3958.323,216.73,5308,2RI+3qlzEN,com.sec.android.app.shealth,0,342a1fc5-83e9-481c-9ed8-26483b1aec71.achievement.json,342a1fc5-83e9-481c-9ed8-26483b1aec71,1638921600000,
1647,a8dadc16-5239-4fab-b017-809fe755719e.binning_data.json,1001619,6000,26,2021-12-29 07:39:45.542,com.sec.android.app.shealth,2021-12-28 07:55:07.124,a8dadc16-5239-4fab-b017-809fe755719e.source_info.json,1.1847119,1186.63,65.581,1621,VfS0qUERdZ,com.sec.android.app.shealth,0,a8dadc16-5239-4fab-b017-809fe755719e.achievement.json,a8dadc16-5239-4fab-b017-809fe755719e,1640649600000,
3025,618072b8-237d-4e9e-9dc7-97fef5ca6f46.binning_data.json,1619226,6000,101,2022-01-27 23:00:01.442,com.sec.android.app.shealth,2022-01-27 23:00:01.442,,1.4466969,2342.53,129.01,2924,zub8fSqg+I,com.sec.android.app.shealth,0,618072b8-237d-4e9e-9dc7-97fef5ca6f46.achievement.json,618072b8-237d-4e9e-9dc7-97fef5ca6f46,1643241600000,
3461,1a3efd2e-527d-4b20-8408-deb6855d3848.binning_data.json,1948704,6000,15,2022-03-17 23:00:03.260,com.sec.android.app.shealth,2022-03-17 23:00:03.260,,1.3524318,2635.49,139.86,3446,zub8fSqg+I,com.sec.android.app.shealth,0,1a3efd2e-527d-4b20-8408-deb6855d3848.achievement.json,1a3efd2e-527d-4b20-8408-deb6855d3848,1647475200000,
5331,b69270be-3dc3-454f-b7f0-c86fb81fa453.binning_data.json,2906349,6000,97,2022-02-23 06:12:46.850,com.sec.android.app.shealth,2022-02-22 04:08:18.518,b69270be-3dc3-454f-b7f0-c86fb81fa453.source_info.json,1.3949053,4054.082,218.59,5234,VfS0qUERdZ,com.sec.android.app.shealth,0,b69270be-3dc3-454f-b7f0-c86fb81fa453.achievement.json,b69270be-3dc3-454f-b7f0-c86fb81fa453,1645488000000,
153,4b953a05-f131-411b-ae41-44e4219870a9.binning_data.json,86920,6000,0,2021-12-28 23:00:00.993,com.sec.android.app.shealth,2021-12-28 23:00:00.993,,1.341113,116.57,5.87,153,zub8fSqg+I,com.sec.android.app.shealth,0,4b953a05-f131-411b-ae41-44e4219870a9.achievement.json,4b953a05-f131-411b-ae41-44e4219870a9,1640649600000,
1692,2eb3740b-ee3e-404c-a679-7e8d26afdb75.binning_data.json,1034133,6000,1,2021-11-05 23:00:01.269,com.sec.android.app.shealth,2021-11-05 23:00:01.269,,1.2290773,1271.03,68.21,1691,zub8fSqg+I,com.sec.android.app.shealth,0,2eb3740b-ee3e-404c-a679-7e8d26afdb75.achievement.json,2eb3740b-ee3e-404c-a679-7e8d26afdb75,1636070400000,
12179,d7a74684-2d4a-4f8b-8d76-4502e64b8f4e.binning_data.json,6623281,6000,95,2022-01-28 23:00:04.912,com.sec.android.app.shealth,2022-01-27 23:00:03.988,,1.3586189,8998.516,481.088,12084,2RI+3qlzEN,com.sec.android.app.shealth,0,d7a74684-2d4a-4f8b-8d76-4502e64b8f4e.achievement.json,d7a74684-2d4a-4f8b-8d76-4502e64b8f4e,1643241600000,
4257,30a97e5f-4078-459f-9b4f-6cea1a28e982.binning_data.json,2389442,6000,15,2022-03-17 23:00:07.219,com.sec.android.app.shealth,2022-03-17 23:00:07.219,,1.3032494,3114.04,168.04,4242,2RI+3qlzEN,com.sec.android.app.shealth,0,30a97e5f-4078-459f-9b4f-6cea1a28e982.achievement.json,30a97e5f-4078-459f-9b4f-6cea1a28e982,1647475200000,
5848,9dfdb720-4e05-409e-9273-6a7dfb80b91d.binning_data.json,3330117,6000,28,2022-01-28 19:15:04.829,com.sec.android.app.shealth,2022-01-28 05:41:23.582,9dfdb720-4e05-409e-9273-6a7dfb80b91d.source_info.json,1.300462,4330.691,234.589,5820,VfS0qUERdZ,com.sec.android.app.shealth,0,9dfdb720-4e05-409e-9273-6a7dfb80b91d.achievement.json,9dfdb720-4e05-409e-9273-6a7dfb80b91d,1643328000000,
3506,55fd1c69-0e3c-400e-ab95-31e8e0b9a39b.binning_data.json,1834127,6000,535,2021-11-06 23:00:03.411,com.sec.android.app.shealth,2021-11-05 23:00:03.585,,1.5002089,2751.575,164.75,2971,2RI+3qlzEN,com.sec.android.app.shealth,0,55fd1c69-0e3c-400e-ab95-31e8e0b9a39b.achievement.json,55fd1c69-0e3c-400e-ab95-31e8e0b9a39b,1636070400000,
1571,527f935d-ebf3-4d30-812b-472d01eac453.binning_data.json,961304,6000,26,2021-12-29 23:16:44.020,com.sec.android.app.shealth,2021-12-28 23:00:02.098,,1.1727916,1127.41,62.661,1545,2RI+3qlzEN,com.sec.android.app.shealth,0,527f935d-ebf3-4d30-812b-472d01eac453.achievement.json,527f935d-ebf3-4d30-812b-472d01eac453,1640649600000,
4379,d9f30d38-48e1-452d-962a-4e179ee9bd49.binning_data.json,2495544,6000,5,2022-01-28 23:00:02.585,com.sec.android.app.shealth,2022-01-28 23:00:02.585,,1.3213671,3297.53,177.98,4374,zub8fSqg+I,com.sec.android.app.shealth,0,d9f30d38-48e1-452d-962a-4e179ee9bd49.achievement.json,d9f30d38-48e1-452d-962a-4e179ee9bd49,1643328000000,
3728,71e62d24-c110-428c-aa41-028962e705b6.binning_data.json,1980170,6000,101,2022-02-22 23:00:04.470,com.sec.android.app.shealth,2022-02-22 23:00:04.470,,1.4698734,2910.6,156.62,3627,zub8fSqg+I,com.sec.android.app.shealth,0,71e62d24-c110-428c-aa41-028962e705b6.achievement.json,71e62d24-c110-428c-aa41-028962e705b6,1645488000000,
7031,7ba958f4-d05f-4285-80ff-e07b7e928d7f.binning_data.json,3983525,6000,37,2021-12-09 19:50:55.340,com.sec.android.app.shealth,2021-12-08 23:01:52.030,7ba958f4-d05f-4285-80ff-e07b7e928d7f.source_info.json,1.3196354,5256.801,281.0,6994,VfS0qUERdZ,com.sec.android.app.shealth,0,7ba958f4-d05f-4285-80ff-e07b7e928d7f.achievement.json,7ba958f4-d05f-4285-80ff-e07b7e928d7f,1639008000000,
5253,c6621e22-9bb9-4d78-863c-9c0402b50f3f.binning_data.json,3045071,6000,7,2022-03-19 13:58:52.435,com.sec.android.app.shealth,2022-03-17 23:57:35.284,c6621e22-9bb9-4d78-863c-9c0402b50f3f.source_info.json,1.277034,3888.66,212.1,5246,VfS0qUERdZ,com.sec.android.app.shealth,0,c6621e22-9bb9-4d78-863c-9c0402b50f3f.achievement.json,c6621e22-9bb9-4d78-863c-9c0402b50f3f,1647561600000,
5145,d09ebfe7-91fe-4c9f-9f08-b1314d8d21f4.binning_data.json,2897938,6000,23,2022-01-28 23:00:04.896,com.sec.android.app.shealth,2022-01-28 23:00:04.896,,1.2950776,3753.055,206.001,5122,2RI+3qlzEN,com.sec.android.app.shealth,0,d09ebfe7-91fe-4c9f-9f08-b1314d8d21f4.achievement.json,d09ebfe7-91fe-4c9f-9f08-b1314d8d21f4,1643328000000,
4628,f2cef06d-0963-4fc6-9560-78aab92add26.binning_data.json,2493705,6000,78,2022-02-23 23:00:07.693,com.sec.android.app.shealth,2022-02-22 23:00:10.889,,1.3841904,3451.764,185.702,4550,2RI+3qlzEN,com.sec.android.app.shealth,0,f2cef06d-0963-4fc6-9560-78aab92add26.achievement.json,f2cef06d-0963-4fc6-9560-78aab92add26,1645488000000,
5326,08a78d38-1e19-4fd6-b638-56a87fa4782e.binning_data.json,3000040,6000,23,2021-12-09 23:00:01.708,com.sec.android.app.shealth,2021-12-09 23:00:01.708,,1.3555483,4066.7,213.92998,5303,zub8fSqg+I,com.sec.android.app.shealth,0,08a78d38-1e19-4fd6-b638-56a87fa4782e.achievement.json,08a78d38-1e19-4fd6-b638-56a87fa4782e,1639008000000,
3401,6dd9a678-c67a-4bb2-b1aa-63e6dfb166b7.binning_data.json,1998371,6000,28,2021-11-06 21:20:44.251,com.sec.android.app.shealth,2021-11-06 09:59:17.523,6dd9a678-c67a-4bb2-b1aa-63e6dfb166b7.source_info.json,1.274346,2546.617,137.071,3373,VfS0qUERdZ,com.sec.android.app.shealth,0,6dd9a678-c67a-4bb2-b1aa-63e6dfb166b7.achievement.json,6dd9a678-c67a-4bb2-b1aa-63e6dfb166b7,1636156800000,
3877,4400771b-dfe9-4805-9df6-90f2e3651238.binning_data.json,2226056,6000,0,2022-03-18 23:43:30.365,com.sec.android.app.shealth,2022-03-18 23:43:30.365,,1.313592,2924.13,157.91,3877,zub8fSqg+I,com.sec.android.app.shealth,0,4400771b-dfe9-4805-9df6-90f2e3651238.achievement.json,4400771b-dfe9-4805-9df6-90f2e3651238,1647561600000,
4009,35d5a0ca-7fa8-451a-98de-e0af6dedb34d.binning_data.json,2314084,6000,3,2021-12-29 21:55:03.175,com.sec.android.app.shealth,2021-12-29 07:39:45.247,35d5a0ca-7fa8-451a-98de-e0af6dedb34d.source_info.json,1.264626,2926.451,163.25,4006,VfS0qUERdZ,com.sec.android.app.shealth,0,35d5a0ca-7fa8-451a-98de-e0af6dedb34d.achievement.json,35d5a0ca-7fa8-451a-98de-e0af6dedb34d,1640736000000,
463,e741dfeb-b889-4ac9-a17b-ddb9a97541f3.binning_data.json,278283,6000,0,2022-01-30 11:19:50.579,com.sec.android.app.shealth,2022-01-29 06:36:38.970,e741dfeb-b889-4ac9-a17b-ddb9a97541f3.source_info.json,1.2092541,336.515,17.669,463,VfS0qUERdZ,com.sec.android.app.shealth,0,e741dfeb-b889-4ac9-a17b-ddb9a97541f3.achievement.json,e741dfeb-b889-4ac9-a17b-ddb9a97541f3,1643414400000,
4790,d2261d69-cee0-451c-9a3e-e5829301ed66.binning_data.json,2507589,6000,90,2022-02-23 21:35:03.797,com.sec.android.app.shealth,2022-02-23 06:12:45.624,d2261d69-cee0-451c-9a3e-e5829301ed66.source_info.json,1.4605048,3662.346,199.17,4700,VfS0qUERdZ,com.sec.android.app.shealth,0,d2261d69-cee0-451c-9a3e-e5829301ed66.achievement.json,d2261d69-cee0-451c-9a3e-e5829301ed66,1645574400000,
4674,6148529a-da72-40b0-be80-5c21b082a156.binning_data.json,2679362,6000,7,2022-03-19 23:00:06.655,com.sec.android.app.shealth,2022-03-18 23:43:36.663,,1.2715187,3406.86,186.01,4667,2RI+3qlzEN,com.sec.android.app.shealth,0,6148529a-da72-40b0-be80-5c21b082a156.achievement.json,6148529a-da72-40b0-be80-5c21b082a156,1647561600000,
1713,3739fca5-e122-4cf8-83ac-0ae5eac86c15.binning_data.json,1033149,6000,0,2021-11-06 23:00:01.015,com.sec.android.app.shealth,2021-11-06 23:00:01.015,,1.2471867,1288.53,68.0,1713,zub8fSqg+I,com.sec.android.app.shealth,0,3739fca5-e122-4cf8-83ac-0ae5eac86c15.achievement.json,3739fca5-e122-4cf8-83ac-0ae5eac86c15,1636156800000,
6161,7a0ae46b-d690-4d91-a6a0-0ad69313594d.binning_data.json,3454973,6000,14,2021-12-09 23:00:03.870,com.sec.android.app.shealth,2021-12-09 23:00:03.870,,1.3121945,4533.597,242.71,6147,2RI+3qlzEN,com.sec.android.app.shealth,0,7a0ae46b-d690-4d91-a6a0-0ad69313594d.achievement.json,7a0ae46b-d690-4d91-a6a0-0ad69313594d,1639008000000,
