
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
20621,4,0,39,2022-06-17 16:59:00.000,230002,,2022-06-17 17:03:18.974,2022-06-17 17:03:18.974,39,1.4722222,30.36,1.54,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 16:59:59.999,9d2a183d-d941-92ed-a547-717d29c2e289,
3454,4,0,6,2022-06-18 18:00:00.000,,,2022-06-18 18:00:25.931,2022-06-18 18:00:25.931,6,1.3055556,4.51,0.23,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:01:00.000,3bc822d4-e3ae-4f02-beb7-369ac7def2db,
8816,4,3,13,2022-06-19 14:48:00.000,230002,,2022-06-19 14:51:08.448,2022-06-19 14:51:08.447,16,1.4166666,12.49,0.66,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 14:48:59.999,ac1a3100-33dd-34aa-3818-71155b898d2d,
12422,4,0,19,2022-06-18 08:49:00.000,230002,,2022-06-18 08:50:24.417,2022-06-18 08:49:52.442,19,1.1093199,13.781,0.75,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 08:49:59.999,86225377-0adc-22d1-c5d9-05300816556c,
1967,4,0,4,2022-06-20 13:02:00.000,,,2022-06-20 13:05:49.639,2022-06-20 13:05:49.639,4,1.6111112,3.17,0.16,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-20 13:03:00.000,a320e9ad-aa01-497a-ad40-29fb0bf3ee65,
14365,4,0,25,2022-06-17 17:03:00.000,230002,,2022-06-17 17:03:48.334,2022-06-17 17:03:19.165,25,1.333731,19.16,0.97,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 17:03:59.999,90f8d3e8-8531-0814-3517-78b608b379b1,
4755,4,0,7,2022-06-18 18:06:00.000,,,2022-06-18 18:07:45.197,2022-06-18 18:07:45.197,7,1.0555556,5.02,0.28,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:07:00.000,7c10a628-3539-47b3-ad92-b6d8f1f449bf,
33238,4,1,64,2022-06-18 08:50:00.000,230002,,2022-06-18 08:51:23.364,2022-06-18 08:50:24.440,65,1.4997535,49.85,2.79,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 08:50:59.999,426f93da-a150-1733-2bd0-238b71efeacb,
17137,4,4,33,2022-06-19 14:52:00.000,230002,,2022-06-19 14:54:34.277,2022-06-19 14:54:34.276,37,1.75,29.99,2.08,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 14:52:59.999,923b5499-3ed4-dda7-9240-969282621c91,
10068,4,0,22,2022-06-19 10:21:00.000,230002,,2022-06-19 10:21:50.263,2022-06-19 10:21:50.263,22,1.75,17.62,0.82,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 10:21:59.999,79a42fd9-2f35-9738-6356-3025d3e57924,
15831,4,0,26,2022-06-18 18:07:00.000,,,2022-06-18 18:07:45.288,2022-06-18 18:07:45.288,26,1.2222222,19.35,1.04,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:08:00.000,3ffd387b-789a-4e68-a005-3936a70c41ea,
5760,4,0,9,2022-06-17 17:04:00.000,230002,,2022-06-17 17:05:08.371,2022-06-17 17:05:08.371,9,1.1666666,6.72,0.33,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 17:04:59.999,224f168b-45d8-54fe-28f8-793944f84498,
17912,4,0,27,2022-06-20 13:04:00.000,,,2022-06-20 13:05:49.667,2022-06-20 13:05:49.667,27,1.1388888,20.4,1.05,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-20 13:05:00.000,d86a08e8-b406-475f-a2b9-3f8442acd29b,
20708,4,0,40,2022-06-18 08:51:00.000,230002,,2022-06-18 08:51:58.407,2022-06-18 08:51:23.376,40,1.5153221,31.38,1.47,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 08:51:59.999,f05efe58-b1b0-2cdc-f53d-4f6892608777,
15246,4,0,23,2022-06-18 18:12:00.000,,,2022-06-18 18:13:21.279,2022-06-18 18:13:21.279,23,1.1111112,16.94,0.91,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:13:00.000,3412fc12-7c70-4b22-bbd7-519a5e3ee615,
7257,4,0,11,2022-06-17 17:05:00.000,230002,,2022-06-17 17:05:56.502,2022-06-17 17:05:08.901,11,1.1111112,8.064,0.341,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 17:05:59.999,39b69bdf-8bec-6a17-d9d0-a3fc3150dc54,
13711,4,8,20,2022-06-19 14:53:00.000,230002,,2022-06-19 14:54:34.285,2022-06-19 14:54:34.285,28,1.6111112,22.09,1.35,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 14:53:59.999,513427d0-5a38-111d-8c01-ce6f05cffaf6,
15400,4,0,28,2022-06-19 10:23:00.000,230002,,2022-06-19 10:26:08.590,2022-06-19 10:26:08.590,28,1.3888888,21.39,1.15,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 10:23:59.999,e8f575b0-a4af-227b-a02a-a667b8c989a8,
7260,4,0,13,2022-06-17 17:07:00.000,230002,,2022-06-17 17:07:32.303,2022-06-17 17:07:32.303,13,1.3333334,9.68,0.51,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 17:07:59.999,c786e60f-3b82-6d6b-8a3f-355760017cc8,
14040,4,0,18,2022-06-18 18:30:00.000,,,2022-06-18 18:32:01.230,2022-06-18 18:32:01.230,18,0.9166667,12.87,0.72,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:31:00.000,cdaba7c1-2f68-4973-b3d2-248f0af3da34,
7750,4,0,11,2022-06-18 08:55:00.000,230002,,2022-06-18 08:57:47.408,2022-06-18 08:57:47.406,11,1.0,7.75,0.42,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 08:55:59.999,c7171667-05ca-3161-7a16-badf03626f34,
7906,4,0,15,2022-06-20 13:05:00.000,,,2022-06-20 13:05:49.705,2022-06-20 13:05:49.705,15,1.4722222,11.64,0.59,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-20 13:06:00.000,f5266385-ded3-4725-894e-08fcb1c31fc9,
26851,4,0,54,2022-06-17 17:17:00.000,230002,,2022-06-17 17:17:56.354,2022-06-17 17:17:19.288,54,1.5612352,41.921,2.131,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 17:17:59.999,92c827c7-0c8b-7b13-7e01-3e51698bfade,
15268,4,0,21,2022-06-19 14:55:00.000,230002,,2022-06-19 14:57:07.539,2022-06-19 14:57:07.539,21,0.9444444,14.42,1.01,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 14:55:59.999,7e064ebc-c301-04ee-cc58-d95625b249a7,
13369,4,0,22,2022-06-17 17:18:00.000,230002,,2022-06-17 17:18:58.297,2022-06-17 17:18:58.296,22,1.2222222,16.34,0.86,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 17:18:59.999,1f9074da-5c82-beec-0eaf-346af3accf8e,
7348,4,0,10,2022-06-18 09:23:00.000,230002,,2022-06-18 09:24:33.341,2022-06-18 09:24:33.341,10,0.9444444,6.94,0.42,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 09:23:59.999,f70c91d9-0617-1b00-3fcd-22be62a0a1a2,
33096,4,0,71,2022-06-19 10:25:00.000,230002,,2022-06-19 10:26:08.601,2022-06-19 10:26:08.601,71,1.7222222,57.0,2.82,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 10:25:59.999,b19df39b-6f85-5b21-65b5-0cebc123227b,
34719,4,0,74,2022-06-17 17:20:00.000,230002,,2022-06-17 17:21:16.267,2022-06-17 17:21:16.267,74,1.6944444,58.83,2.97,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 17:20:59.999,6286e4d3-8e41-6f34-e133-07f2e6de6b3e,
16422,4,0,26,2022-06-20 13:06:00.000,,,2022-06-20 13:13:45.287,2022-06-20 13:13:45.287,26,1.1666666,19.16,1.04,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-20 13:07:00.000,bc55b4c2-0463-4f13-975c-eda001048866,
798,4,0,1,2022-06-19 14:56:00.000,230002,,2022-06-19 14:57:07.544,2022-06-19 14:57:07.544,1,0.8888889,0.71,0.04,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 14:56:59.999,1463da6a-71e7-8d6c-2e78-7c9ab216155e,
13420,4,0,26,2022-06-17 17:21:00.000,230002,,2022-06-17 17:21:53.294,2022-06-17 17:21:16.276,26,1.5028708,20.17,1.11,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-17 17:21:59.999,b6860497-a958-d8bb-890a-acd3c1d0f731,
8780,4,0,15,2022-06-18 09:25:00.000,230002,,2022-06-18 09:27:31.475,2022-06-18 09:27:31.474,15,1.2777778,11.22,0.54,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 09:25:59.999,6c34ca38-ff88-16e6-20ac-a09c714386e9,
20296,4,0,34,2022-06-17 17:22:00.000,,,2022-06-17 17:26:03.214,2022-06-17 17:26:03.214,34,1.25,25.37,1.33,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-17 17:23:00.000,18ea0567-548e-4000-9905-6155ba7a2b41,
7682,4,0,12,2022-06-18 09:26:00.000,230002,,2022-06-18 09:27:31.489,2022-06-18 09:27:31.489,12,1.1388888,8.75,0.5,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 09:26:59.999,d713b9de-c087-61ba-e37b-1e6279b85ad4,
8054,4,0,15,2022-06-19 14:59:00.000,230002,,2022-06-19 15:01:55.442,2022-06-19 15:01:55.442,15,1.4166666,11.41,0.57,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 14:59:59.999,0b1829fa-6658-efa3-6fab-bac4766ac289,
53553,4,0,103,2022-06-20 06:11:00.000,230002,,2022-06-20 06:13:18.468,2022-06-20 06:13:18.468,103,1.5,80.33,4.07,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:11:59.999,aa02ff76-0541-d053-1931-f284b8c217a4,
13378,4,0,24,2022-06-20 13:07:00.000,,,2022-06-20 13:13:45.380,2022-06-20 13:13:45.380,24,1.3611112,18.21,0.94,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-20 13:08:00.000,75985eeb-8703-4f28-afcf-9be2d5a553bb,
40945,4,0,60,2022-06-19 10:58:00.000,230002,,2022-06-19 10:59:53.434,2022-06-19 10:59:53.434,60,1.0555556,43.22,2.37,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 10:58:59.999,b54abc3c-03b0-9be7-e735-0ce1ecdf0054,
28383,4,0,52,2022-06-20 06:12:00.000,230002,,2022-06-20 06:13:18.473,2022-06-20 06:13:18.473,52,1.4166666,40.21,2.03,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:12:59.999,e55a4047-2d14-cd47-d026-066a84d3a310,
6812,4,0,10,2022-06-18 18:31:00.000,,,2022-06-18 18:32:01.286,2022-06-18 18:32:01.286,10,1.0833334,7.38,0.39,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:32:00.000,ffbfafb0-10b5-476e-aa3b-359d28a75afa,
19811,4,0,25,2022-06-18 09:28:00.000,230002,,2022-06-18 09:32:12.401,2022-06-18 09:32:12.401,25,0.8888889,17.61,1.01,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 09:28:59.999,680684c2-2ac0-cca4-c667-e6bdd1b40bdd,
13845,4,0,26,2022-06-20 06:13:00.000,230002,,2022-06-20 06:13:20.373,2022-06-20 06:13:18.477,26,1.456063,20.16,0.94,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:13:59.999,e748698b-b5ae-56e6-351e-255aa93aac99,
14310,4,0,29,2022-06-20 06:14:00.000,230002,,2022-06-20 06:14:29.348,2022-06-20 06:14:29.347,29,1.5555556,22.26,1.2,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:14:59.999,d58baab1-b899-c09e-b272-aa23ea3a4777,
8096,4,0,16,2022-06-19 15:00:00.000,230002,,2022-06-19 15:01:55.464,2022-06-19 15:01:55.463,16,1.5277778,12.37,0.63,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 15:00:59.999,df4dcaba-337a-5533-b61d-9952e5bc7eec,
47672,4,0,98,2022-06-20 06:15:00.000,230002,,2022-06-20 06:18:51.353,2022-06-20 06:18:51.353,98,1.6388888,78.13,3.86,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:15:59.999,5822bd03-5815-6a14-3034-d02471b3d63f,
14988,4,0,24,2022-06-18 09:29:00.000,230002,,2022-06-18 09:32:12.415,2022-06-18 09:32:12.415,24,1.1388888,17.07,0.98,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 09:29:59.999,64beed97-64a0-57bc-6436-cb0b989ea00c,
56532,4,0,112,2022-06-20 06:16:00.000,230002,,2022-06-20 06:18:51.392,2022-06-20 06:18:51.392,112,1.5555556,87.94,4.47,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:16:59.999,a48a13cc-87b6-5e86-5c4b-054028eeec7c,
25672,4,0,48,2022-06-19 14:59:00.000,,,2022-06-19 15:15:02.749,2022-06-19 15:15:02.749,48,1.4166666,36.37,1.91,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-19 15:00:00.000,7c573027-3328-4c1e-ab24-03f0c55a1cc8,
5522,4,0,9,2022-06-18 09:30:00.000,230002,,2022-06-18 09:32:12.446,2022-06-18 09:32:12.446,9,1.2222222,6.75,0.35,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 09:30:59.999,daffba07-92a1-384f-87ef-e73617ecd368,
48335,4,0,86,2022-06-20 06:17:00.000,230002,,2022-06-20 06:18:51.398,2022-06-20 06:18:51.398,92,1.4722222,71.16,3.68,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:17:59.999,0c264665-2d91-b87d-5bc2-e02c4a265d21,
2177,4,0,11,2022-06-20 06:18:00.000,230002,,2022-06-20 06:18:51.409,2022-06-20 06:18:51.409,5,1.1666666,2.54,0.46,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:18:59.999,2c58ccea-aca9-70da-bec9-299ef86ce9c5,
38975,4,0,74,2022-06-19 15:00:00.000,,,2022-06-19 15:15:02.805,2022-06-19 15:15:02.805,74,1.4722222,57.38,2.94,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-19 15:01:00.000,77e0d7be-ff68-4bd1-aec1-29efa18acb3c,
51221,4,0,73,2022-06-18 18:50:00.000,,,2022-06-18 18:51:27.143,2022-06-18 18:50:06.500,73,1.036487,53.090004,2.9099996,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:51:00.000,13dfb7a2-f1c3-4046-b083-318d66bb08dd,
8715,4,0,13,2022-06-20 06:19:00.000,230002,,2022-06-20 06:20:12.436,2022-06-20 06:20:12.436,13,1.0555556,9.2,0.52,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:19:59.999,f2443ad4-e75c-a15b-5100-3b0355eb39dc,
20305,4,0,32,2022-06-19 10:59:00.000,230002,,2022-06-19 10:59:53.441,2022-06-19 10:59:53.441,32,1.1666666,23.69,1.27,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 10:59:59.999,782fe04e-552e-b268-5651-2e517dea9470,
23777,4,0,38,2022-06-18 18:52:00.000,,,2022-06-18 18:53:07.258,2022-06-18 18:53:07.258,38,1.1666666,27.74,1.52,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:53:00.000,88d59342-897e-4d89-ae4c-b61d91fd6ac7,
8961,4,0,13,2022-06-20 06:23:00.000,230002,,2022-06-20 06:23:15.382,2022-06-20 06:23:15.382,13,1.0277778,9.21,0.52,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:23:59.999,e528a831-17ed-1d1b-acf0-28ba02110dae,
8008,4,0,15,2022-06-19 15:01:00.000,,,2022-06-19 15:15:02.855,2022-06-19 15:15:02.855,15,1.4722222,11.79,0.57,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-19 15:02:00.000,b62c42cb-3778-4bc3-83a8-b7f95836800d,
17777,4,0,27,2022-06-18 18:53:00.000,,,2022-06-18 18:54:34.162,2022-06-18 18:53:07.325,27,1.130648,20.1,1.06,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:54:00.000,34555717-a0b6-4595-8a5c-ae9a57a6dbac,
7446,4,0,11,2022-06-20 06:24:00.000,230002,,2022-06-20 06:24:39.483,2022-06-20 06:24:39.482,11,1.0555556,7.86,0.44,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:24:59.999,71a8b930-d19e-dba8-a2a8-6453f745849a,
9360,4,0,13,2022-06-19 11:00:00.000,230002,,2022-06-19 11:01:08.442,2022-06-19 11:01:08.441,13,0.9722222,9.1,0.5,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 11:00:59.999,68503b62-7e4e-5ed2-4cbb-184bac042d34,
15447,4,0,20,2022-06-18 18:56:00.000,,,2022-06-18 18:56:44.259,2022-06-18 18:56:44.259,20,0.9166667,14.16,0.81,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 18:57:00.000,5fa2bbf8-9551-404b-b8d9-54f49da71ec8,
5427,4,6,10,2022-06-20 06:58:00.000,230002,,2022-06-20 06:58:58.441,2022-06-20 06:58:58.441,16,2.5833333,14.02,0.98,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:58:59.999,2206cf57-3bd2-5013-bcaa-8f5cde9d01dc,
3842,4,0,7,2022-06-19 15:09:00.000,,,2022-06-19 15:15:02.900,2022-06-19 15:15:02.900,7,1.3611112,5.23,0.27,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-19 15:10:00.000,5b6f7758-6c88-46db-92c0-2547fa708dc6,
15377,4,0,24,2022-06-18 19:14:00.000,,,2022-06-18 19:15:02.144,2022-06-18 19:15:02.144,24,1.1666666,17.94,0.94,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 19:15:00.000,b5e95568-c3d4-4ad9-b512-30d7a5d1289b,
5028,4,1,11,2022-06-20 06:59:00.000,230002,,2022-06-20 07:12:36.989,2022-06-20 07:12:36.989,12,1.6666666,8.38,0.5,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 06:59:59.999,767d13a9-0fd1-ab2f-ffa9-bffd3ae4327c,
18180,4,0,39,2022-06-19 11:01:00.000,230002,,2022-06-19 11:04:39.473,2022-06-19 11:04:39.473,39,1.7222222,31.31,1.51,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 11:01:59.999,a3270203-0d81-8551-6034-fb39f5543e3a,
12392,4,0,16,2022-06-18 19:20:00.000,,,2022-06-18 19:26:09.215,2022-06-18 19:26:09.215,16,0.9166666,11.36,0.65,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 19:21:00.000,9c65561a-a5a8-48d3-8d71-d48b77dbf09e,
1538,4,0,2,2022-06-20 07:00:00.000,230002,,2022-06-20 07:12:36.994,2022-06-20 07:12:36.994,2,0.9166667,1.41,0.08,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 07:00:59.999,09ba1618-055b-9116-605c-df805110421b,
22427,4,0,18,2022-06-19 15:10:00.000,,,2022-06-19 15:15:02.951,2022-06-19 15:15:02.951,53,1.3055556,29.28,4.08,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-19 15:11:00.000,c163873b-f7bf-4d62-bf17-e4ccd716020a,
18794,4,0,25,2022-06-18 19:22:00.000,,,2022-06-18 19:26:09.270,2022-06-18 19:26:09.270,25,0.9444444,17.75,1.01,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 19:23:00.000,6d48c533-7dcd-4f26-a971-1d14c233cfb2,
25509,4,0,46,2022-06-19 11:02:00.000,230002,,2022-06-19 11:04:39.479,2022-06-19 11:04:39.479,46,1.3888888,35.43,1.83,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 11:02:59.999,2d9ac31a-bc36-24fa-beef-5546c9c14ba8,
7920,4,0,10,2022-06-20 07:52:00.000,230002,,2022-06-20 07:52:32.244,2022-06-20 07:52:32.244,10,0.8611111,6.82,0.41,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 07:52:59.999,e025e15c-a308-568e-0533-802f0328003b,
2160,4,0,3,2022-06-18 19:23:00.000,,,2022-06-18 19:26:09.347,2022-06-18 19:26:09.347,3,0.99999994,2.16,0.12,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 19:24:00.000,e3ad8a16-ba1e-4c72-afb6-a849ff713e20,
5548,4,0,12,2022-06-20 08:36:00.000,230002,,2022-06-20 08:39:23.365,2022-06-20 08:39:23.365,12,1.75,9.71,0.39,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 08:36:59.999,0a0f943f-997a-a162-e54e-d0de24827b5a,
9379,4,0,19,2022-06-19 15:11:00.000,,,2022-06-19 15:15:02.987,2022-06-19 15:15:02.987,19,1.5555556,14.59,0.74,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-19 15:12:00.000,f0c8d278-b0fc-4d0f-bee5-c6bdb74c04a2,
10556,4,0,17,2022-06-18 19:36:00.000,,,2022-06-18 19:36:27.424,2022-06-18 19:36:26.216,17,1.2172539,12.849999,0.66,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 19:37:00.000,c3a4410e-7589-4089-992b-d27d4a72bff8,
25762,4,0,46,2022-06-19 11:04:00.000,230002,,2022-06-19 11:04:39.484,2022-06-19 11:04:39.484,46,1.3333334,34.35,1.82,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 11:04:59.999,47ebd54f-7c92-84fd-a9fe-940dc206700d,
8679,4,0,17,2022-06-20 08:38:00.000,230002,,2022-06-20 08:39:23.387,2022-06-20 08:39:23.386,17,1.5277778,13.26,0.69,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 08:38:59.999,25b3dd33-94ea-a1c2-6eb1-6a2e5555261d,
10312,4,0,18,2022-06-18 19:46:00.000,,,2022-06-18 19:55:01.166,2022-06-18 19:55:01.166,18,1.3333334,13.75,0.7,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 19:47:00.000,6a0ee17f-5f1c-4482-8e1b-006274f3e60c,
1562,4,0,3,2022-06-20 08:39:00.000,230002,,2022-06-20 08:39:23.393,2022-06-20 08:39:23.392,3,1.4722222,2.3,0.12,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 08:39:59.999,2ccf39be-15cf-3f5e-2e05-b8c5cb1f20ab,
38752,4,0,77,2022-06-19 15:05:00.000,230002,,2022-06-19 15:07:15.501,2022-06-19 15:05:27.712,77,1.5531874,60.19,3.03,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 15:05:59.999,865a54b9-317f-af4e-810c-d02ac5c597b0,
13174,4,0,19,2022-06-18 19:58:00.000,,,2022-06-18 20:11:24.304,2022-06-18 20:11:24.304,19,1.0277778,13.54,0.78,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 19:59:00.000,941b75a7-a68e-4969-84fe-602c245e2977,
6512,4,0,11,2022-06-20 08:43:00.000,230002,,2022-06-20 08:55:00.100,2022-06-20 08:55:00.100,11,1.25,8.14,0.42,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 08:43:59.999,e9a83b89-f131-8827-53f5-51200b2173b8,
10256,4,0,17,2022-06-18 20:00:00.000,,,2022-06-18 20:11:24.396,2022-06-18 20:11:24.396,17,1.25,12.82,0.66,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 20:01:00.000,f11021f2-f032-4da6-a32e-78c8a316fbc5,
20549,4,0,34,2022-06-20 09:45:00.000,230002,,2022-06-20 09:45:52.311,2022-06-20 09:45:19.887,34,1.2461952,25.609,1.19,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 09:45:59.999,284eefd1-03ac-86bd-2da9-93c414fb27d0,
980,4,0,2,2022-06-19 15:06:00.000,230002,,2022-06-19 15:07:15.507,2022-06-19 15:07:15.507,2,1.6111112,1.58,0.08,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 15:06:59.999,04e0c53a-9435-a0d6-ef1c-d233c11f0f95,
18536,4,0,33,2022-06-18 20:02:00.000,,,2022-06-18 20:11:24.451,2022-06-18 20:11:24.451,33,1.3611112,25.23,1.3,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-18 20:03:00.000,fb1c2a93-e440-413c-bb07-abdcc5feb58f,
17147,4,0,25,2022-06-20 09:48:00.000,230002,,2022-06-20 09:55:00.249,2022-06-20 09:55:00.249,25,1.0555556,18.1,1.07,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 09:48:59.999,3b9d8b7a-b2e4-580f-2c3a-5c9172f3aac5,
4512,4,0,9,2022-06-20 13:08:00.000,,,2022-06-20 13:13:45.447,2022-06-20 13:13:45.447,9,1.5555555,7.02,0.35,UTC+0200,zub8fSqg+I,com.sec.android.app.shealth,2022-06-20 13:09:00.000,f05b4996-7c59-4d57-8b5a-80722350cbb6,
5138,4,0,10,2022-06-20 10:03:00.000,230002,,2022-06-20 10:05:09.656,2022-06-20 10:05:09.656,10,1.5277778,7.85,0.37,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-20 10:03:59.999,b829a934-42d4-83d0-9793-1bae48a1d398,
19941,4,0,26,2022-06-18 09:31:00.000,230002,,2022-06-18 09:32:12.468,2022-06-18 09:32:12.468,26,0.9166667,18.28,1.04,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-18 09:31:59.999,92b3c20a-9736-72f3-15f1-a0e5afac5b38,
16829,4,0,22,2022-06-19 15:10:00.000,230002,,2022-06-19 15:10:45.161,2022-06-19 15:10:38.452,27,1.1753044,19.78,1.05,UTC+0200,2RI+3qlzEN,com.sec.android.app.shealth,2022-06-19 15:10:59.999,b1c247f7-bbba-8eed-6f03-16dd87f62398,
