CUS ID,Order Number,Order Status,Order Date,City (Billing),Postcode (Billing),Country Code (Billing),Payment Method Title,Cart Discount Amount,Order Subtotal Amount,Shipping Method Title,Order Shipping Amount,Order Refund Amount,Order Total Amount,Order Total Tax Amount,Item #,Item Name,Quantity,Item Cost,Coupon Code,Discount Amount,Discount Amount Tax,website
1271,7634,Storniert/Abgebrochen,2021-03-26 09:06:32,Großrosseln,66352,DE,SOFORT,0.0,81.31,Kostenlose Lieferung ab 60€,0.0,0.0,87.0,5.69,4,Wabenhonig aus Bingol1200g ± 50g (Karakovan),1,42.06,,,,pergamo
1271,7635,Abgeschlossen,2021-03-26 09:16:45,Großrosseln,66352,DE,SOFORT,0.0,61.58,Kostenlose Lieferung ab 60€,0.0,0.0,65.89,4.31,1,Acve Peygamber Hurmasi / Ajwa Datteln aus Medina - 1 KG,1,16.82,,,,pergamo
1271,7635,Abgeschlossen,2021-03-26 09:16:45,Großrosseln,66352,DE,SOFORT,0.0,61.58,Kostenlose Lieferung ab 60€,0.0,0.0,65.89,4.31,2,Mabroom Datteln 100% NatUrlich & Gesund 500g aus Medina - 1000 g,1,14.95,,,,pergamo
1271,7635,Abgeschlossen,2021-03-26 09:16:45,Großrosseln,66352,DE,SOFORT,0.0,61.58,Kostenlose Lieferung ab 60€,0.0,0.0,65.89,4.31,3,Medjoul Dates Premium - Datteln Extra Gross (1000g),1,13.07,,,,pergamo
1271,7635,Abgeschlossen,2021-03-26 09:16:45,Großrosseln,66352,DE,SOFORT,0.0,61.58,Kostenlose Lieferung ab 60€,0.0,0.0,65.89,4.31,4,Medjoul Premium Kalahari Datteln  Große M - 1 KG,1,9.25,,,,pergamo
1271,7635,Abgeschlossen,2021-03-26 09:16:45,Großrosseln,66352,DE,SOFORT,0.0,61.58,Kostenlose Lieferung ab 60€,0.0,0.0,65.89,4.31,5,Shifa Dates / Sagai Datteln Aus Medina 400 g,1,7.48,,,,pergamo
2332,7636,Abgeschlossen,2021-03-26 09:41:55,HAMBURG,22767,DE,SOFORT,0.0,19.63,Versandkostenpauschale,4.58,0.0,25.9,1.69,1,Gegrillte GrUne Oliven Ohne Kern / Mangal Zeytin 250g,2,3.74,,,,pergamo
2332,7636,Abgeschlossen,2021-03-26 09:41:55,HAMBURG,22767,DE,SOFORT,0.0,19.63,Versandkostenpauschale,4.58,0.0,25.9,1.69,2,Miss GrUne OLIVEN Domat Kirma Aus Der TUrkei - 1400 gr,1,2.8,,,,pergamo
2332,7636,Abgeschlossen,2021-03-26 09:41:55,HAMBURG,22767,DE,SOFORT,0.0,19.63,Versandkostenpauschale,4.58,0.0,25.9,1.69,3,Miss SUt Koy Peyniri / Bauren Käse aus Kuhmilch - 1000 g,1,9.35,,,,pergamo
2526,7648,Abgeschlossen,2021-03-26 13:49:52,Ottweiler,66564,DE,SOFORT,0.0,66.72,Kostenlose Lieferung ab 60€,0.0,0.0,71.39,4.67,1,NatUrlicher Bluten Wabenhonig ohne zucker und Glucose - 2.900±100g,1,42.06,,,,pergamo
2526,7648,Abgeschlossen,2021-03-26 13:49:52,Ottweiler,66564,DE,SOFORT,0.0,66.72,Kostenlose Lieferung ab 60€,0.0,0.0,71.39,4.67,2,Findikli Muska Pestil / Snack mit Haselnuss aus der TUrkei - 0.5kg,1,6.54,,,,pergamo
2526,7648,Abgeschlossen,2021-03-26 13:49:52,Ottweiler,66564,DE,SOFORT,0.0,66.72,Kostenlose Lieferung ab 60€,0.0,0.0,71.39,4.67,3,Kome mit Walnuss - Beeren Konfekt 1kg - Maulbeerensirup,1,11.67,,,,pergamo
2526,7648,Abgeschlossen,2021-03-26 13:49:52,Ottweiler,66564,DE,SOFORT,0.0,66.72,Kostenlose Lieferung ab 60€,0.0,0.0,71.39,4.67,4,Antep UzUm pestili / Snack Mit Trauben-Sirup 500g,1,6.45,,,,pergamo
2553,7662,Storniert/Abgebrochen,2021-03-27 15:08:38,Thalheim,09380,DE,SOFORT,0.0,32.71,Versandkostenpauschale,4.58,0.0,39.9,2.61,1,Wabenhonig aus Hakkari YUksekova 1300g ± 50g (Karakovan),1,32.71,,,,pergamo
1824,7663,Abgeschlossen,2021-03-27 15:57:24,Radfeld,6241,AT,PayPal,0.0,63.08,Versandkosten bis 3KG,7.48,0.0,75.5,4.94,1,Dermann Getrocknete Okraschoten / Kuru Bamya 150g,1,6.07,,,,pergamo
1824,7663,Abgeschlossen,2021-03-27 15:57:24,Radfeld,6241,AT,PayPal,0.0,63.08,Versandkosten bis 3KG,7.48,0.0,75.5,4.94,2,Getrocknete Paprika/ Aubergine/  Zucchini 50 StUck - Paprika,1,6.07,,,,pergamo
1824,7663,Abgeschlossen,2021-03-27 15:57:24,Radfeld,6241,AT,PayPal,0.0,63.08,Versandkosten bis 3KG,7.48,0.0,75.5,4.94,3,Pergamo Natural Pistazien mit Schalen 1KG,2,14.95,,,,pergamo
1824,7663,Abgeschlossen,2021-03-27 15:57:24,Radfeld,6241,AT,PayPal,0.0,63.08,Versandkosten bis 3KG,7.48,0.0,75.5,4.94,4,Getrocknete Paprika/ Aubergine/  Zucchini 50 StUck - Aubergine,1,6.07,,,,pergamo
1824,7663,Abgeschlossen,2021-03-27 15:57:24,Radfeld,6241,AT,PayPal,0.0,63.08,Versandkosten bis 3KG,7.48,0.0,75.5,4.94,5,Traditionell Braten von Kalbfleisch 500g mit Salz - Kein Zusatz - Traditionell Geschmack - 1 KG,1,14.95,,,,pergamo
2109,7664,Abgeschlossen,2021-03-27 16:05:41,Dissen am Teutoburger Wald,49201,DE,PayPal,0.0,61.68,Kostenlose Lieferung ab 60€,0.0,10.0,66.0,4.32,1,Traditionell Braten von Kalbfleisch 500g mit Salz - Kein Zusatz - Traditionell Geschmack - 1 KG,3,14.95,,,,pergamo
2109,7664,Abgeschlossen,2021-03-27 16:05:41,Dissen am Teutoburger Wald,49201,DE,PayPal,0.0,61.68,Kostenlose Lieferung ab 60€,0.0,10.0,66.0,4.32,2,Isot-PaprikagewUrz / Isot(Urfa Biber) - 1000 g,1,9.35,,,,pergamo
2109,7664,Abgeschlossen,2021-03-27 16:05:41,Dissen am Teutoburger Wald,49201,DE,PayPal,0.0,61.68,Kostenlose Lieferung ab 60€,0.0,10.0,66.0,4.32,3,"Traditionell Braten von Kalbfleisch 500g mit Salz - Kein Zusatz - Traditionell Geschmack - 0,5 KG",1,7.48,,,,pergamo
1245,7665,Abgeschlossen,2021-03-27 17:11:21,Donauworth,86609,DE,PayPal,0.0,5.59,Versandkostenpauschale,4.58,0.0,10.88,0.71,1,Safak Taze Kaymak/ Frischer Rahm 200g,2,2.79,,,,pergamo
2183,7666,Abgeschlossen,2021-03-27 23:55:57,Berlin,12103,DE,PayPal,0.0,42.97,Versandkostenpauschale,4.58,0.0,50.88,3.33,1,Wabenhonig im Holzrahmen  400g ± 30g (Karakovan) - 2 er,1,18.68,,,,pergamo
2183,7666,Abgeschlossen,2021-03-27 23:55:57,Berlin,12103,DE,PayPal,0.0,42.97,Versandkostenpauschale,4.58,0.0,50.88,3.33,2,MissSut Frische Mildgesäuerte Butter/ Taze Tereyagi 900g,1,6.07,,,,pergamo
2183,7666,Abgeschlossen,2021-03-27 23:55:57,Berlin,12103,DE,PayPal,0.0,42.97,Versandkostenpauschale,4.58,0.0,50.88,3.33,3,Safak Nomadenkäse nach TUrkischer Art /Tulum Peyniri - 750g,1,9.34,,,,pergamo
2183,7666,Abgeschlossen,2021-03-27 23:55:57,Berlin,12103,DE,PayPal,0.0,42.97,Versandkostenpauschale,4.58,0.0,50.88,3.33,4,Acve Peygamber Hurmasi / Ajwa Datteln aus Medina - 0.5kg,1,8.88,,,,pergamo
2643,7667,Abgeschlossen,2021-03-28 01:34:02,Rosenheim,83026,DE,PayPal,0.0,35.98,Versandkostenpauschale,4.58,0.0,43.4,2.84,1,Osmanli Dibek Saray Kahvesi / TUrkischer Mokka mit 7 Zutaten 250g - Sade(Einfach),5,6.07,,,,pergamo
2643,7667,Abgeschlossen,2021-03-28 01:34:02,Rosenheim,83026,DE,PayPal,0.0,35.98,Versandkostenpauschale,4.58,0.0,43.4,2.84,2,Osmanli Dibek Saray Kahvesi / TUrkischer Mokka mit 7 Zutaten 250g - Damla Sakizli(Mastic Gum),1,5.61,,,,pergamo
1153,7668,Abgeschlossen,2021-03-28 08:35:03,Bremen,28199,DE,Uberweisung,0.0,42.9,Versandkostenpauschale,4.58,0.0,50.8,3.32,1,MissSut Frische Mildgesäuerte Butter/ Taze Tereyagi 900g,2,6.07,,,,pergamo
1153,7668,Abgeschlossen,2021-03-28 08:35:03,Bremen,28199,DE,Uberweisung,0.0,42.9,Versandkostenpauschale,4.58,0.0,50.8,3.32,2,Antep Fistikli Muska / Snack Mit Pistazien 500g,1,6.45,,,,pergamo
1153,7668,Abgeschlossen,2021-03-28 08:35:03,Bremen,28199,DE,Uberweisung,0.0,42.9,Versandkostenpauschale,4.58,0.0,50.8,3.32,3,Miss GrUne Gehackte Halhali OLIVEN  aus der TUrkei Hatay 1kg,1,7.48,,,,pergamo
1153,7668,Abgeschlossen,2021-03-28 08:35:03,Bremen,28199,DE,Uberweisung,0.0,42.9,Versandkostenpauschale,4.58,0.0,50.8,3.32,4,Miss SUt Koy Peyniri / Bauren Käse aus Kuhmilch - 500g,1,4.67,,,,pergamo
1153,7668,Abgeschlossen,2021-03-28 08:35:03,Bremen,28199,DE,Uberweisung,0.0,42.9,Versandkostenpauschale,4.58,0.0,50.8,3.32,5,Brotaufstrich mit Walnuss und Olivenol / Zeytinyagli Cevizli Sos 260g,1,2.8,,,,pergamo
1153,7668,Abgeschlossen,2021-03-28 08:35:03,Bremen,28199,DE,Uberweisung,0.0,42.9,Versandkostenpauschale,4.58,0.0,50.8,3.32,6,Getrocknete Tomaten in ol / Yagda Kuru Domates 275g,1,2.8,,,,pergamo
1153,7668,Abgeschlossen,2021-03-28 08:35:03,Bremen,28199,DE,Uberweisung,0.0,42.9,Versandkostenpauschale,4.58,0.0,50.8,3.32,7,Findikli Muska Pestil / Snack mit Haselnuss aus der TUrkei - 0.5kg,1,6.54,,,,pergamo
1027,7669,Abgeschlossen,2021-03-28 16:58:35,Duisburg,47058,DE,PayPal,0.0,61.58,Kostenlose Lieferung ab 60€,0.0,29.95,65.89,4.31,1,Rasitoglu Shampoo mit Knoblauchextrakt 400 ml,11,5.6,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,1,Date Crown - NatUrliche arabische Lulu Datteln aus den Emiraten (1000g),3,7.21,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,2,Unter Sonne Getrocknete Aprikosen 100% Natural,1,10.28,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,3,"Brotaufstrich mit Knoblauch, Walnuss und Olivenol / Zeytinyagli Sarimsakli Cevizli Sos 260g",1,2.8,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,4,Zeytin Ana Ev Yapimi Tarhana / Hausgemachte Suppe 500g,1,5.51,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,5,MissSut Halloumi Grill Käse / Hellim Peyniri Izgaralik 250g,1,2.76,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,6,Pergamo Natural Walnuss ohne Schalen,1,9.35,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,7,Natural Cig Badem / NatUrliche Rohe Ganze Mandeln - 1 KG,1,12.85,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,8,Naturyol Sesampaste 100% NatUrlich 500g,1,5.56,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,9,Kome mit Walnuss - Beeren Konfekt 1kg - Traubensirup,1,14.02,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,10,Zeytin Ana Ev Yapimi Domates Salcasi / Tomatenmark Hausgemacht 700g,1,4.21,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,11,GUn Kurusu Antep Salcasi / Tomaten- und Paprikamark 3kg,1,18.69,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,12,Kahvalti Paketi KUcUk / Gemischte FrUhstUckspaket Klein,1,27.94,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,13,Karisik Cerez Paketi / Gemischte HUlsenfrUchte,1,37.38,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,14,Getrocknete Feigen 100% NatUrlich 1 Kg,1,9.35,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,15,Getrocknete Rosinen / Kurutulmus Kilis UzUmU 1kg - ohne Kern,1,10.28,,,,pergamo
1456,7670,Abgeschlossen,2021-03-28 22:22:36,Waghäusel,68753,DE,Uberweisung,0.0,198.7,Kostenlose Lieferung ab 60€,0.0,0.0,212.61,13.91,16,Getrocknete Paprika/ Aubergine/  Zucchini /50 StUck - Aubergine,1,6.07,,,,pergamo
2129,7671,Abgeschlossen,2021-03-28 22:57:54,Pfullingen,72793,DE,Uberweisung,0.0,58.69,Kostenlose Lieferung ab 60€,0.0,0.0,64.0,4.19,1,Miss GrUne Gehackte Halhali OLIVEN  aus der TUrkei Hatay 1kg,4,14.67,,,,pergamo
2309,7672,Abgeschlossen,2021-03-29 00:54:43,Waldkirch,79183,DE,PayPal,0.0,56.8,Kostenlose Lieferung ab 60€,0.0,0.0,60.78,3.98,1,Acve Peygamber Hurmasi / Ajwa Datteln aus Medina - 0.5kg,1,8.88,,,,pergamo
2309,7672,Abgeschlossen,2021-03-29 00:54:43,Waldkirch,79183,DE,PayPal,0.0,56.8,Kostenlose Lieferung ab 60€,0.0,0.0,60.78,3.98,2,Cerezlik Tarhana / Tarhana Cips 400g,1,6.07,,,,pergamo
2309,7672,Abgeschlossen,2021-03-29 00:54:43,Waldkirch,79183,DE,PayPal,0.0,56.8,Kostenlose Lieferung ab 60€,0.0,0.0,60.78,3.98,3,Gegrillte GrUne Oliven Ohne Kern / Mangal Zeytin 250g,1,3.74,,,,pergamo
2309,7672,Abgeschlossen,2021-03-29 00:54:43,Waldkirch,79183,DE,PayPal,0.0,56.8,Kostenlose Lieferung ab 60€,0.0,0.0,60.78,3.98,4,Antep Fistik Ici / Pistazienkerne Ungerostet-Ungesalzt - 1kg,1,23.36,,,,pergamo
2309,7672,Abgeschlossen,2021-03-29 00:54:43,Waldkirch,79183,DE,PayPal,0.0,56.8,Kostenlose Lieferung ab 60€,0.0,0.0,60.78,3.98,5,Antep Fistikli Katmer / Pista Leaves 150g,2,4.58,,,,pergamo
2309,7672,Abgeschlossen,2021-03-29 00:54:43,Waldkirch,79183,DE,PayPal,0.0,56.8,Kostenlose Lieferung ab 60€,0.0,0.0,60.78,3.98,6,Yalcinkaya Getrocknete Auberginen/Paprika  20 StUck - Aubergine,2,2.79,,,,pergamo
1333,7673,Abgeschlossen,2021-03-29 12:32:33,Limburg an der Lahn,65549,DE,Uberweisung,0.0,58.69,Kostenlose Lieferung ab 60€,0.0,0.0,62.8,4.11,1,Miss GrUne Gehackte Halhali OLIVEN  aus der TUrkei Hatay 1kg,4,14.67,,,,pergamo
1273,7710,Abgeschlossen,2021-03-29 19:19:18,Herne,44627,DE,PayPal,0.0,5.61,Versandkostenpauschale,4.58,0.0,10.9,0.71,1,Miss Schwarz OLIVEN Gross  aus der TUrkei (Gemlik) - 1kg,1,5.61,,,,pergamo
2022,7711,Abgeschlossen,2021-03-29 22:25:35,Sindelfingen,71067,DE,PayPal,0.0,14.93,Versandkostenpauschale,4.58,0.0,20.88,1.37,1,Naturyol Johannisbrot Extrakt  100% NatUrlich 630g,2,7.47,,,,pergamo
2635,7743,Abgeschlossen,2021-03-30 17:56:56,hattingen,45527,DE,Uberweisung,0.0,52.79,Versandkostenpauschale,4.58,0.0,62.58,4.09,1,Wabenhonig im Holzrahmen  400g ± 30g (Karakovan) - 2 er,1,18.68,,,,pergamo
2635,7743,Abgeschlossen,2021-03-30 17:56:56,hattingen,45527,DE,Uberweisung,0.0,52.79,Versandkostenpauschale,4.58,0.0,62.58,4.09,2,Miss Schwarz OLIVEN Gross  aus der TUrkei (Gemlik) - 3kg,1,17.76,,,,pergamo
2635,7743,Abgeschlossen,2021-03-30 17:56:56,hattingen,45527,DE,Uberweisung,0.0,52.79,Versandkostenpauschale,4.58,0.0,62.58,4.09,3,Pul Biber / TUrkischer Chilipfeffermix 500g - Scharf,1,4.66,,,,pergamo
2635,7743,Abgeschlossen,2021-03-30 17:56:56,hattingen,45527,DE,Uberweisung,0.0,52.79,Versandkostenpauschale,4.58,0.0,62.58,4.09,4,Wabenhonig im Holzrahmen  400g ± 30g (Karakovan) - 1 er,1,11.68,,,,pergamo
1385,7744,Abgeschlossen,2021-03-30 21:14:50,Amstetten,73340,DE,PayPal,0.0,9.25,Versandkostenpauschale,4.58,0.0,14.8,0.97,1,Medjoul Premium Kalahari Datteln  Große M - 1 KG,1,9.25,,,,pergamo
1222,7745,Abgeschlossen,2021-03-31 11:50:27,Bremen,28201,DE,PayPal,0.0,92.52,Kostenlose Lieferung ab 60€,0.0,0.0,99.0,6.48,1,Karisik Cerez Paketi / Gemischte HUlsenfrUchte,2,37.38,,,,pergamo
1222,7745,Abgeschlossen,2021-03-31 11:50:27,Bremen,28201,DE,PayPal,0.0,92.52,Kostenlose Lieferung ab 60€,0.0,0.0,99.0,6.48,2,Miss GrUne OLIVEN Domat Kirma Aus Der TUrkei - 1400 gr,2,2.8,,,,pergamo
1222,7745,Abgeschlossen,2021-03-31 11:50:27,Bremen,28201,DE,PayPal,0.0,92.52,Kostenlose Lieferung ab 60€,0.0,0.0,99.0,6.48,3,Getrocknete Feigen 100% NatUrlich 1 Kg,1,9.35,,,,pergamo
1222,7745,Abgeschlossen,2021-03-31 11:50:27,Bremen,28201,DE,PayPal,0.0,92.52,Kostenlose Lieferung ab 60€,0.0,0.0,99.0,6.48,4,Brotaufstrich mit Walnuss und Olivenol / Zeytinyagli Cevizli Sos 260g,1,2.8,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,1,MissSut Frische Mildgesäuerte Butter/ Taze Tereyagi 900g,2,6.07,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,2,Zeytin Ana Yuvarlama Kuru Sele Zeytin / Schwarzen Oliven aus der TUrkei - 1Kg,1,7.48,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,3,Miss GrUne Oliven Domat Kirma Jumbo / Domat Kirma Zeytin - 1 KG,1,6.07,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,4,Miss GrUne OLIVEN Domat Kirma Aus Der TUrkei - 1400 gr,1,2.8,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,5,GUn Kurusu Antep Salcasi / Tomaten- und Paprikamark 3kg,1,18.69,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,6,"Brotaufstrich mit Knoblauch, Walnuss und Olivenol / Zeytinyagli Sarimsakli Cevizli Sos 260g",1,2.8,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,7,Natural Walnuss ohne Schalen 1 KG,1,9.35,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,8,Natural Cig Badem / NatUrliche Rohe Ganze Mandeln - 1 KG,1,12.85,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,9,Pul Biber / TUrkischer Chilipfeffermix 500g - Scharf,1,4.66,,,,pergamo
1080,7750,Abgeschlossen,2021-03-31 18:09:24,Hovelhof,33161,DE,PayPal,0.0,97.42,Kostenlose Lieferung ab 60€,0.0,0.0,104.24,6.82,10,Kaltgepresstes Extra natives Olivenol Parqueoliva 3l - 3 L,1,20.56,,,,pergamo
2130,7757,Abgeschlossen,2021-03-31 20:17:51,Gelsenkirchen,45899,DE,PayPal,0.0,57.2,Kostenlose Lieferung ab 60€,0.0,0.0,61.2,4.0,1,Miss GrUne OLIVEN mit roter Paprika Natural - 2 KG,1,9.35,,,,pergamo
2130,7757,Abgeschlossen,2021-03-31 20:17:51,Gelsenkirchen,45899,DE,PayPal,0.0,57.2,Kostenlose Lieferung ab 60€,0.0,0.0,61.2,4.0,2,Miss GrUne Oliven Domat Kirma Jumbo / Domat Kirma Zeytin - 3 KG,1,16.82,,,,pergamo
2130,7757,Abgeschlossen,2021-03-31 20:17:51,Gelsenkirchen,45899,DE,PayPal,0.0,57.2,Kostenlose Lieferung ab 60€,0.0,0.0,61.2,4.0,3,Gegrillte GrUne Oliven Ohne Kern / Mangal Zeytin 250g,1,3.74,,,,pergamo
2130,7757,Abgeschlossen,2021-03-31 20:17:51,Gelsenkirchen,45899,DE,PayPal,0.0,57.2,Kostenlose Lieferung ab 60€,0.0,0.0,61.2,4.0,4,Miss GrUne Gehackte Halhali OLIVEN  aus der TUrkei Hatay 1kg,1,14.67,,,,pergamo
2130,7757,Abgeschlossen,2021-03-31 20:17:51,Gelsenkirchen,45899,DE,PayPal,0.0,57.2,Kostenlose Lieferung ab 60€,0.0,0.0,61.2,4.0,5,Getrocknete Feigen 100% NatUrlich 1 Kg,1,9.35,,,,pergamo
2130,7757,Abgeschlossen,2021-03-31 20:17:51,Gelsenkirchen,45899,DE,PayPal,0.0,57.2,Kostenlose Lieferung ab 60€,0.0,0.0,61.2,4.0,6,ozle Tarim Siyah Zeytin 700g / Schwarze Oliven aus Gemlik - gemlik inci,1,3.27,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,1,Medjoul Premium Kalahari Datteln  Große M - 1 KG,1,9.25,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,2,Miss GrUne Oliven Domat Kirma Jumbo / Domat Kirma Zeytin - 1 KG,1,6.07,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,3,Zeytin Ana Ev Yapimi Biber Salcasi / Paprikamark Hausgemacht 700g - Scharf,1,4.21,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,4,Zeytin Ana Ev Yapimi Domates Salcasi / Tomatenmark Hausgemacht 700g,1,4.21,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,5,Isot-PaprikagewUrz / Isot(Urfa Biber) - 250 gr,1,2.8,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,6,Sumak gemahlen / EssigbaumgewUrz - 250 gr,1,3.74,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,7,Fersan Granatapfelsirup 100 % Granatapfel - Nar Eskisi 330 ml,1,3.73,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,8,Natural Cig Badem / NatUrliche Rohe Ganze Mandeln - 0.5kg,1,7.48,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,9,Zeytin Ana Yuvarlama Kuru Sele Zeytin / Schwarzen Oliven aus der TUrkei - 1Kg,1,7.48,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,10,Gegrillte GrUne Oliven Ohne Kern / Mangal Zeytin 250g,1,3.74,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,11,Miss GrUne OLIVEN aus der TUrkei - 700 g,1,1.4,,,,pergamo
2187,7759,Abgeschlossen,2021-04-01 02:56:09,Regensburg,93051,DE,PayPal,0.0,89.13,Kostenlose Lieferung ab 60€,0.0,0.0,95.37,6.24,12,"Brotaufstrich mit Knoblauch, Walnuss und Olivenol / Zeytinyagli Sarimsakli Cevizli Sos 260g",1,2.8,,,,pergamo
